record_id,customer_id,subscription_id,subscription_plan,plan_category,subscription_start_date,subscription_end_date,billing_cycle,subscription_fee,discount_percent,tax_amount,final_amount_paid,payment_status,payment_method,auto_renew,renewal_count,subscription_status,feature_id,module_name,feature_name,feature_category,first_feature_used,usage_date,usage_count,active_days,session_duration_minutes,average_session_duration,feature_adoption_rate,adoption_stage,engagement_score,feature_success,error_count,device_type,login_location,ticket_id,ticket_created_date,first_response_minutes,ticket_closed_date,issue_category,priority,ticket_status,resolution_time_hours,sla_breached,assigned_team,customer_satisfaction,ticket_channel,product_version,release_cycle,churn_risk,monthly_active_user,weekly_active_user,start_year,start_month,start_day,start_quarter,end_year,end_month,end_day,end_quarter
REC016524,CUST001524,SUB016524,Growth,Standard,2023-02-11,2024-02-11,Quarterly,299,0,53.82,352.82,Paid,Bank Transfer,No,7,Active,F0085,Reporting,Reports,Premium,Unknown,2023-07-07,94,20,264,66.0,37.6,Adopted,36,Success,2,Desktop,Germany,TKT016524,Unknown,146,Unknown,Integration,Low,Pending,20,Yes,Customer Success,4.4,Email,v3.0,Stable,Low,No,No,2023,2,11,1,2024,2,11,1
REC016525,CUST001525,SUB016525,Growth,Standard,2024-04-23,2024-07-22,Annual,299,5,51.13,335.18,Paid,UPI,No,1,Active,F0082,Security,Dashboard,Core,Unknown,2024-05-11,110,30,291,58.2,44.0,Adopted,69,Success,4,Mobile,USA,TKT016525,Unknown,76,Unknown,Integration,Critical,Resolved,19,No,Customer Success,4.2,Chat,v2.2,Stable,Low,No,No,2024,4,23,2,2024,7,22,3
REC016526,CUST001526,SUB016526,Growth,Standard,2023-07-31,2023-10-29,Quarterly,299,15,45.75,299.9,Paid,UPI,Yes,8,Active,F0218,AI Assistant,SSO,Premium,Unknown,2024-01-26,145,20,393,56.1,58.0,Power User,71,Success,3,Desktop,Singapore,TKT016526,Unknown,45,Unknown,Technical,Low,Open,79,No,Billing,3.9,Chat,v3.0,Beta,Medium,No,Yes,2023,7,31,3,2023,10,29,4
REC016527,CUST001527,SUB016527,Growth,Standard,2023-11-12,2024-02-10,Quarterly,299,20,43.06,282.26,Paid,Bank Transfer,No,5,Active,F0190,Reporting,API,Premium,Unknown,2024-05-25,188,21,544,181.3,75.2,Power User,97,Failed,3,Tablet,Germany,TKT016527,Unknown,170,Unknown,Technical,Medium,Closed,57,Yes,Engineering,4.5,Chat,v2.1,Beta,Low,Yes,Yes,2023,11,12,4,2024,2,10,1
REC016528,CUST001528,SUB016528,Growth,Standard,2023-04-26,2023-07-25,Annual,299,15,45.75,299.9,Paid,PayPal,Yes,5,Active,F0063,Automation,Workflow,Premium,Unknown,2023-10-14,116,15,329,82.2,46.4,Adopted,43,Success,4,Mobile,USA,TKT016528,Unknown,77,Unknown,Technical,Low,Resolved,50,No,Billing,4.1,Phone,v2.0,Stable,Low,Yes,Yes,2023,4,26,2,2023,7,25,3
REC016529,CUST001529,SUB016529,Growth,Standard,2024-04-20,2024-05-20,Annual,299,15,45.75,299.9,Paid,Card,No,4,Active,F0128,Integrations,Forecasting,Core,Unknown,2024-06-11,213,12,574,71.8,85.2,Power User,100,Success,0,Mobile,Germany,TKT016529,Unknown,177,Unknown,Feature Request,High,Resolved,90,No,Billing,5.0,Email,v2.2,Stable,Low,No,No,2024,4,20,2,2024,5,20,2
REC016530,CUST001530,SUB016530,Growth,Standard,2023-01-08,2023-02-07,Monthly,299,0,53.82,352.82,Paid,UPI,Yes,0,Active,F0116,Analytics,Workflow,AI,Unknown,2023-04-16,31,18,67,16.8,12.4,New,15,Success,5,Tablet,UK,TKT016530,Unknown,48,Unknown,Billing,Low,Open,82,No,Engineering,3.3,Portal,v2.2,Stable,Medium,Yes,Yes,2023,1,8,1,2023,2,7,1
REC016531,CUST001531,SUB016531,Growth,Standard,2023-08-09,2023-09-08,Quarterly,299,5,51.13,335.18,Paid,Bank Transfer,No,8,Active,F0104,AI Assistant,API,AI,Unknown,2024-01-11,125,14,332,41.5,50.0,Power User,57,Success,2,Tablet,Germany,TKT016531,Unknown,167,Unknown,Technical,Low,Resolved,81,Yes,Billing,4.0,Portal,v3.0,Stable,Low,Yes,No,2023,8,9,3,2023,9,8,3
REC016532,CUST001532,SUB016532,Growth,Standard,2024-01-17,2025-01-16,Quarterly,299,5,51.13,335.18,Paid,Card,No,4,Active,F0212,Reporting,Invoice,Premium,Unknown,2024-07-04,120,27,335,47.9,48.0,Power User,54,Failed,0,Tablet,Germany,TKT016532,Unknown,153,Unknown,Billing,Medium,Open,11,Yes,Customer Success,4.7,Email,v2.2,Beta,Low,Yes,Yes,2024,1,17,1,2025,1,16,1
REC016533,CUST001533,SUB016533,Growth,Standard,2024-05-08,2024-06-07,Monthly,299,0,53.82,352.82,Paid,Bank Transfer,Yes,2,Active,F0237,Automation,SSO,Premium,Unknown,2024-08-08,204,21,573,286.5,81.6,Power User,92,Success,3,Tablet,India,TKT016533,Unknown,170,Unknown,Login,High,Closed,29,No,Support,3.7,Chat,v2.2,LTS,Medium,Yes,No,2024,5,8,2,2024,6,7,2
REC016534,CUST001534,SUB016534,Growth,Standard,2023-10-04,2024-10-03,Quarterly,299,5,51.13,335.18,Paid,Bank Transfer,No,2,Active,F0200,CRM,Workflow,Core,Unknown,2024-03-29,123,10,373,46.6,49.2,Power User,58,Failed,4,Mobile,Singapore,TKT016534,Unknown,36,Unknown,Integration,High,Open,23,Yes,Support,3.5,Email,v2.0,LTS,Medium,No,No,2023,10,4,4,2024,10,3,4
REC016535,CUST001535,SUB016535,Growth,Standard,2024-04-28,2024-07-27,Annual,299,5,51.13,335.18,Paid,PayPal,No,6,Active,F0183,AI Assistant,Copilot,AI,Unknown,2024-08-23,20,20,27,5.0,8.0,New,15,Success,1,Mobile,Germany,TKT016535,Unknown,128,Unknown,Feature Request,Low,Resolved,73,Yes,Support,4.4,Portal,v2.0,Beta,Low,No,No,2024,4,28,2,2024,7,27,3
REC016536,CUST001536,SUB016536,Growth,Standard,2024-02-19,2024-05-19,Quarterly,299,0,53.82,352.82,Paid,UPI,Yes,3,Active,F0195,Automation,Forecasting,AI,Unknown,2024-07-07,61,17,159,159.0,24.4,Adopted,27,Success,5,Tablet,Singapore,TKT016536,Unknown,106,Unknown,Integration,Medium,Open,88,Yes,Support,3.3,Chat,v2.1,Beta,Medium,Yes,No,2024,2,19,1,2024,5,19,2
REC016537,CUST001537,SUB016537,Growth,Standard,2023-09-04,2023-12-03,Quarterly,299,0,53.82,352.82,Paid,Bank Transfer,No,1,Active,F0035,CRM,Forecasting,Premium,Unknown,2023-10-21,5,24,5,5.0,2.0,New,15,Success,4,Mobile,USA,TKT016537,Unknown,39,Unknown,Integration,High,Pending,2,Yes,Customer Success,3.4,Email,v2.2,Beta,Medium,Yes,Yes,2023,9,4,3,2023,12,3,4
REC016538,CUST001538,SUB016538,Growth,Standard,2024-04-22,2024-07-21,Monthly,299,10,48.44,317.54,Paid,Bank Transfer,Yes,8,Active,F0208,Billing,API,Premium,Unknown,2024-06-11,77,16,233,38.8,30.8,Adopted,51,Failed,2,Tablet,Germany,TKT016538,Unknown,153,Unknown,Integration,Low,Pending,15,Yes,Engineering,4.6,Chat,v2.0,Beta,Low,No,Yes,2024,4,22,2,2024,7,21,3
REC016539,CUST001539,SUB016539,Growth,Standard,2023-05-28,2023-08-26,Annual,299,0,53.82,352.82,Pending,Bank Transfer,Yes,6,Active,F0079,Billing,Workflow,Premium,Unknown,2023-10-28,115,13,301,43.0,46.0,Adopted,42,Success,8,Mobile,USA,TKT016539,Unknown,13,Unknown,Feature Request,Medium,Pending,75,Yes,Engineering,2.4,Portal,v2.1,Stable,High,Yes,No,2023,5,28,2,2023,8,26,3
REC016540,CUST001540,SUB016540,Growth,Standard,2023-03-25,2024-03-24,Monthly,299,10,48.44,317.54,Paid,PayPal,No,5,Active,F0231,AI Assistant,Dashboard,AI,Unknown,2023-08-26,148,21,381,76.2,59.2,Power User,80,Success,3,Tablet,UK,TKT016540,Unknown,178,Unknown,Feature Request,High,Resolved,36,No,Customer Success,4.6,Email,v2.1,Beta,Low,Yes,Yes,2023,3,25,1,2024,3,24,1
REC016541,CUST001541,SUB016541,Growth,Standard,2023-06-30,2023-07-30,Monthly,299,15,45.75,299.9,Paid,Bank Transfer,Yes,0,Active,F0064,Reporting,Dashboard,Core,Unknown,2023-07-19,50,14,134,44.7,20.0,Adopted,38,Success,2,Desktop,Singapore,TKT016541,Unknown,17,Unknown,Technical,High,Closed,60,Yes,Support,4.8,Phone,v2.0,LTS,Low,No,No,2023,6,30,2,2023,7,30,3
REC016542,CUST001542,SUB016542,Growth,Standard,2023-04-29,2023-07-28,Annual,299,5,51.13,335.18,Paid,Card,Yes,3,Active,F0076,CRM,Dashboard,Core,Unknown,2023-08-06,110,13,310,77.5,44.0,Adopted,62,Success,1,Mobile,Germany,TKT016542,Unknown,10,Unknown,Login,High,Closed,83,No,Billing,4.7,Phone,v2.1,Stable,Low,No,No,2023,4,29,2,2023,7,28,3
REC016543,CUST001543,SUB016543,Growth,Standard,2023-04-24,2023-05-24,Annual,299,0,53.82,352.82,Paid,Bank Transfer,Yes,8,Active,F0008,Automation,Copilot,Premium,Unknown,2023-10-14,131,30,351,175.5,52.4,Power User,54,Success,3,Tablet,UK,TKT016543,Unknown,138,Unknown,Integration,Medium,Pending,81,Yes,Customer Success,4.5,Phone,v3.0,Beta,Low,No,Yes,2023,4,24,2,2023,5,24,2
REC016544,CUST001544,SUB016544,Growth,Standard,2024-04-24,2025-04-24,Monthly,299,0,53.82,352.82,Paid,Bank Transfer,No,0,Active,F0218,Billing,Dashboard,AI,Unknown,2024-10-01,122,25,361,60.2,48.8,Power User,58,Failed,0,Desktop,USA,TKT016544,Unknown,118,Unknown,Feature Request,Critical,Open,32,Yes,Engineering,4.7,Chat,v3.0,LTS,Low,No,Yes,2024,4,24,2,2025,4,24,2
REC016545,CUST001545,SUB016545,Growth,Standard,2024-04-21,2025-04-21,Monthly,299,20,43.06,282.26,Paid,Card,Yes,6,Active,F0088,Analytics,Workflow,AI,Unknown,2024-04-27,27,14,48,6.9,10.8,New,30,Success,4,Desktop,Germany,TKT016545,Unknown,119,Unknown,Login,Medium,Resolved,75,No,Customer Success,3.9,Email,v2.1,Beta,Medium,No,Yes,2024,4,21,2,2025,4,21,2
REC016546,CUST001546,SUB016546,Growth,Standard,2023-01-10,2023-04-10,Quarterly,299,15,45.75,299.9,Paid,Bank Transfer,No,2,Active,F0226,CRM,Copilot,Premium,Unknown,2023-02-05,125,14,338,338.0,50.0,Power User,55,Failed,0,Tablet,Singapore,TKT016546,Unknown,107,Unknown,Login,Medium,Pending,85,Yes,Billing,5.0,Email,v3.0,Stable,Low,Yes,Yes,2023,1,10,1,2023,4,10,2
REC016547,CUST001547,SUB016547,Growth,Standard,2024-03-11,2024-04-10,Quarterly,299,0,53.82,352.82,Paid,UPI,No,6,Active,F0082,Security,Forecasting,Core,Unknown,2024-05-14,8,11,10,10.0,3.2,New,20,Success,0,Desktop,UK,TKT016547,Unknown,51,Unknown,Feature Request,Medium,Open,85,No,Customer Success,5.0,Portal,v2.1,LTS,Low,Yes,No,2024,3,11,1,2024,4,10,2
REC016548,CUST001548,SUB016548,Growth,Standard,2024-02-12,2025-02-11,Annual,299,5,51.13,335.18,Paid,PayPal,Yes,8,Active,F0200,CRM,Workflow,Premium,Unknown,2024-02-21,138,22,352,50.3,55.2,Power User,57,Success,1,Desktop,Singapore,TKT016548,Unknown,52,Unknown,Login,Low,Closed,36,No,Customer Success,4.3,Email,v2.0,Beta,Low,No,No,2024,2,12,1,2025,2,11,1
REC016549,CUST001549,SUB016549,Growth,Standard,2023-10-15,2023-11-14,Monthly,299,5,51.13,335.18,Paid,UPI,No,6,Active,F0107,Integrations,Dashboard,AI,Unknown,2024-01-04,109,4,331,331.0,43.6,Adopted,56,Failed,4,Tablet,India,TKT016549,Unknown,22,Unknown,Billing,Medium,Closed,61,Yes,Support,3.6,Portal,v3.0,Stable,Medium,Yes,No,2023,10,15,4,2023,11,14,4
REC016550,CUST001550,SUB016550,Growth,Standard,2023-09-18,2023-12-17,Annual,299,15,45.75,299.9,Paid,Card,Yes,1,Active,F0213,Analytics,SSO,Core,Unknown,2023-09-26,119,17,330,110.0,47.6,Adopted,35,Success,2,Tablet,Singapore,TKT016550,Unknown,6,Unknown,Integration,High,Pending,41,Yes,Billing,4.8,Phone,v2.1,Beta,Low,No,No,2023,9,18,3,2023,12,17,4
REC016551,CUST001551,SUB016551,Business,Premium,2023-07-09,2024-07-08,Quarterly,799,15,122.25,801.4,Paid,Card,No,1,Active,F0174,Reporting,Forecasting,AI,Unknown,2023-08-07,90,13,252,252.0,36.0,Adopted,62,Failed,6,Tablet,Germany,TKT016551,Unknown,91,Unknown,Integration,Critical,Open,54,No,Support,2.8,Phone,v2.2,LTS,High,Yes,Yes,2023,7,9,3,2024,7,8,3
REC016552,CUST001552,SUB016552,Business,Premium,2023-10-12,2023-11-11,Annual,799,20,115.06,754.26,Paid,Bank Transfer,Yes,8,Active,F0044,Reporting,API,Premium,Unknown,2023-12-07,158,8,464,92.8,63.2,Power User,77,Success,4,Tablet,Singapore,TKT016552,Unknown,143,Unknown,Billing,Low,Resolved,81,No,Support,3.7,Chat,v2.2,Stable,Medium,Yes,No,2023,10,12,4,2023,11,11,4
REC016553,CUST001553,SUB016553,Business,Premium,2023-04-01,2024-03-31,Monthly,799,20,115.06,754.26,Failed,Bank Transfer,Yes,2,Active,F0084,Billing,Workflow,AI,Unknown,2023-10-05,23,15,88,22.0,9.2,New,15,Success,3,Desktop,Singapore,TKT016553,Unknown,95,Unknown,Integration,Medium,Closed,29,Yes,Billing,3.9,Portal,v3.0,LTS,Medium,No,No,2023,4,1,2,2024,3,31,1
REC016554,CUST001554,SUB016554,Business,Premium,2023-07-18,2023-10-16,Monthly,799,20,115.06,754.26,Paid,Bank Transfer,No,7,Active,F0017,Integrations,Copilot,AI,Unknown,2023-08-11,20,15,47,7.8,8.0,New,19,Failed,0,Tablet,India,TKT016554,Unknown,90,Unknown,Login,High,Pending,52,No,Billing,4.5,Email,v2.1,Beta,Low,Yes,No,2023,7,18,3,2023,10,16,4
REC016555,CUST001555,SUB016555,Business,Premium,2023-10-07,2023-11-06,Monthly,799,0,143.82,942.82,Failed,Bank Transfer,No,5,Active,F0231,Automation,Reports,AI,Unknown,2024-02-28,210,18,565,282.5,84.0,Power User,100,Success,0,Desktop,Germany,TKT016555,Unknown,155,Unknown,Feature Request,Medium,Pending,90,Yes,Engineering,5.0,Email,v3.0,LTS,Low,Yes,No,2023,10,7,4,2023,11,6,4
REC016556,CUST001556,SUB016556,Business,Premium,2023-08-02,2023-10-31,Annual,799,0,143.82,942.82,Paid,Card,Yes,8,Active,F0227,Analytics,Forecasting,AI,Unknown,2023-10-30,41,21,110,15.7,16.4,Adopted,25,Success,2,Desktop,Germany,TKT016556,Unknown,108,Unknown,Integration,Critical,Resolved,73,Yes,Engineering,4.5,Phone,v3.0,Beta,Low,Yes,No,2023,8,2,3,2023,10,31,4
REC016557,CUST001557,SUB016557,Business,Premium,2023-01-16,2024-01-16,Annual,799,5,136.63,895.68,Paid,Bank Transfer,Yes,3,Active,F0243,AI Assistant,SSO,Premium,Unknown,2023-01-16,23,29,67,9.6,9.2,New,23,Failed,2,Tablet,Singapore,TKT016557,Unknown,115,Unknown,Feature Request,Low,Open,94,Yes,Support,4.2,Email,v2.0,Stable,Low,No,No,2023,1,16,1,2024,1,16,1
REC016558,CUST001558,SUB016558,Business,Premium,2023-07-22,2023-10-20,Annual,799,5,136.63,895.68,Paid,PayPal,Yes,5,Active,F0232,Reporting,Reports,Premium,Unknown,2023-08-04,132,26,346,86.5,52.8,Power User,55,Failed,4,Tablet,UK,TKT016558,Unknown,57,Unknown,Feature Request,Low,Pending,50,No,Customer Success,3.4,Chat,v2.1,LTS,Medium,Yes,No,2023,7,22,3,2023,10,20,4
REC016559,CUST001559,SUB016559,Business,Premium,2023-10-22,2023-11-21,Annual,799,20,115.06,754.26,Paid,PayPal,Yes,7,Active,F0113,Security,Copilot,AI,Unknown,2024-02-10,195,11,534,89.0,78.0,Power User,86,Success,3,Mobile,Germany,TKT016559,Unknown,79,Unknown,Technical,Critical,Pending,32,Yes,Engineering,4.1,Email,v2.0,Stable,Low,No,No,2023,10,22,4,2023,11,21,4
REC016560,CUST001560,SUB016560,Business,Premium,2023-03-25,2024-03-24,Monthly,799,15,122.25,801.4,Failed,Bank Transfer,Yes,7,Active,F0055,Reporting,Dashboard,Premium,Unknown,2023-06-06,52,13,126,21.0,20.8,Adopted,22,Failed,3,Tablet,USA,TKT016560,Unknown,58,Unknown,Technical,Critical,Open,81,Yes,Engineering,4.4,Email,v2.0,Beta,Low,Yes,No,2023,3,25,1,2024,3,24,1
REC016561,CUST001561,SUB016561,Business,Premium,2024-02-23,2024-05-23,Quarterly,799,0,143.82,942.82,Paid,PayPal,No,1,Active,F0008,Reporting,SSO,Core,Unknown,2024-05-16,197,11,541,90.2,78.8,Power User,95,Success,4,Tablet,Germany,TKT016561,Unknown,162,Unknown,Feature Request,Low,Pending,36,No,Customer Success,4.2,Chat,v2.0,Stable,Low,Yes,Yes,2024,2,23,1,2024,5,23,2
REC016562,CUST001562,SUB016562,Business,Premium,2023-03-10,2024-03-09,Annual,799,10,129.44,848.54,Paid,Card,Yes,4,Active,F0157,Billing,Dashboard,AI,Unknown,2023-06-24,46,22,123,17.6,18.4,Adopted,21,Success,1,Mobile,USA,TKT016562,Unknown,40,Unknown,Integration,High,Resolved,30,No,Support,4.7,Portal,v2.1,Stable,Low,No,No,2023,3,10,1,2024,3,9,1
REC016563,CUST001563,SUB016563,Business,Premium,2023-03-23,2023-06-21,Annual,799,5,136.63,895.68,Pending,PayPal,No,1,Active,F0088,CRM,Invoice,Core,Unknown,2023-06-05,37,21,91,11.4,14.8,New,47,Success,4,Desktop,UK,TKT016563,Unknown,116,Unknown,Technical,High,Resolved,44,Yes,Billing,4.1,Portal,v3.0,LTS,Low,Yes,No,2023,3,23,1,2023,6,21,2
REC016564,CUST001564,SUB016564,Business,Premium,2023-02-15,2023-03-17,Quarterly,799,15,122.25,801.4,Paid,PayPal,Yes,2,Active,F0133,Security,Invoice,Premium,Unknown,2023-04-18,88,23,264,88.0,35.2,Adopted,36,Failed,4,Tablet,UK,TKT016564,Unknown,151,Unknown,Technical,Medium,Open,26,Yes,Customer Success,3.7,Portal,v3.0,Beta,Medium,Yes,Yes,2023,2,15,1,2023,3,17,1
REC016565,CUST001565,SUB016565,Business,Premium,2024-02-07,2025-02-06,Annual,799,0,143.82,942.82,Paid,Card,No,8,Active,F0152,CRM,Invoice,Premium,Unknown,2024-06-15,33,15,115,28.8,13.2,New,15,Success,3,Mobile,India,TKT016565,Unknown,175,Unknown,Login,Medium,Closed,11,No,Support,4.2,Portal,v2.1,Beta,Low,Yes,Yes,2024,2,7,1,2025,2,6,1
REC016566,CUST001566,SUB016566,Business,Premium,2023-11-03,2024-11-02,Monthly,799,5,136.63,895.68,Paid,Bank Transfer,No,2,Active,F0035,Automation,Workflow,Premium,Unknown,2024-04-28,221,19,671,223.7,88.4,Power User,100,Failed,0,Mobile,Germany,TKT016566,Unknown,144,Unknown,Billing,Critical,Open,92,Yes,Customer Success,4.5,Email,v3.0,LTS,Low,Yes,No,2023,11,3,4,2024,11,2,4
REC016567,CUST001567,SUB016567,Business,Premium,2023-04-16,2023-05-16,Quarterly,799,20,115.06,754.26,Paid,UPI,Yes,1,Active,F0063,Automation,Workflow,Premium,Unknown,2023-07-15,20,29,75,25.0,8.0,New,15,Failed,3,Desktop,USA,TKT016567,Unknown,107,Unknown,Login,Critical,Closed,35,No,Customer Success,4.3,Email,v2.0,Stable,Low,Yes,No,2023,4,16,2,2023,5,16,2
REC016568,CUST001568,SUB016568,Business,Premium,2023-03-11,2024-03-10,Annual,799,15,122.25,801.4,Paid,PayPal,Yes,8,Active,F0101,CRM,Workflow,Core,Unknown,2023-03-17,64,13,134,26.8,25.6,Adopted,20,Success,1,Mobile,UK,TKT016568,Unknown,8,Unknown,Login,Medium,Resolved,75,No,Customer Success,4.9,Portal,v2.0,Stable,Low,No,No,2023,3,11,1,2024,3,10,1
REC016569,CUST001569,SUB016569,Business,Premium,2023-12-27,2024-03-26,Monthly,799,5,136.63,895.68,Paid,Bank Transfer,No,6,Active,F0057,Automation,API,AI,Unknown,2024-06-01,215,12,606,303.0,86.0,Power User,99,Failed,3,Tablet,India,TKT016569,Unknown,112,Unknown,Feature Request,Medium,Open,32,No,Engineering,4.5,Portal,v3.0,Beta,Low,Yes,Yes,2023,12,27,4,2024,3,26,1
REC016570,CUST001570,SUB016570,Business,Premium,2024-01-25,2024-02-24,Quarterly,799,15,122.25,801.4,Paid,Card,No,8,Active,F0169,Automation,Forecasting,AI,Unknown,2024-02-14,175,18,512,85.3,70.0,Power User,94,Failed,0,Tablet,Singapore,TKT016570,Unknown,135,Unknown,Technical,Low,Closed,28,No,Support,4.7,Portal,v2.1,LTS,Low,Yes,Yes,2024,1,25,1,2024,2,24,1
REC016571,CUST001571,SUB016571,Business,Premium,2023-02-27,2024-02-27,Quarterly,799,5,136.63,895.68,Paid,PayPal,Yes,3,Active,F0149,AI Assistant,API,Core,Unknown,2023-08-30,30,20,96,19.2,12.0,New,26,Success,4,Tablet,UK,TKT016571,Unknown,98,Unknown,Integration,High,Open,70,No,Support,3.5,Email,v2.2,Beta,Medium,Yes,No,2023,2,27,1,2024,2,27,1
REC016572,CUST001572,SUB016572,Business,Premium,2024-04-05,2024-05-05,Quarterly,799,5,136.63,895.68,Paid,PayPal,No,7,Active,F0042,CRM,SSO,Premium,Unknown,2024-07-02,50,19,137,19.6,20.0,Adopted,35,Failed,5,Tablet,Germany,TKT016572,Unknown,168,Unknown,Technical,Medium,Pending,21,Yes,Billing,3.3,Portal,v2.1,LTS,Medium,No,Yes,2024,4,5,2,2024,5,5,2
REC016573,CUST001573,SUB016573,Business,Premium,2023-07-14,2023-08-13,Quarterly,799,20,115.06,754.26,Paid,UPI,No,0,Active,F0129,Automation,Workflow,AI,Unknown,2023-12-13,10,23,36,12.0,4.0,New,15,Success,0,Tablet,USA,TKT016573,Unknown,60,Unknown,Billing,Medium,Pending,23,Yes,Support,5.0,Email,v3.0,Beta,Low,No,No,2023,7,14,3,2023,8,13,3
REC016574,CUST001574,SUB016574,Business,Premium,2023-04-30,2024-04-29,Quarterly,799,15,122.25,801.4,Pending,PayPal,Yes,6,Active,F0142,Billing,Invoice,Core,Unknown,2023-09-11,8,14,34,5.0,3.2,New,15,Success,9,Mobile,India,TKT016574,Unknown,127,Unknown,Feature Request,Medium,Pending,52,No,Support,2.8,Portal,v2.1,Beta,High,No,Yes,2023,4,30,2,2024,4,29,2
REC016575,CUST001575,SUB016575,Business,Premium,2024-01-18,2024-02-17,Annual,799,10,129.44,848.54,Paid,Card,Yes,0,Active,F0004,Billing,Reports,AI,Unknown,2024-03-25,125,20,356,71.2,50.0,Power User,62,Success,0,Mobile,Singapore,TKT016575,Unknown,141,Unknown,Integration,Low,Resolved,88,Yes,Customer Success,5.0,Phone,v2.0,Beta,Low,No,Yes,2024,1,18,1,2024,2,17,1
REC016576,CUST001576,SUB016576,Enterprise,Premium,2023-12-01,2024-02-29,Monthly,2499,10,404.84,2653.94,Paid,UPI,No,8,Active,F0161,Billing,API,AI,Unknown,2024-02-15,90,11,262,262.0,36.0,Adopted,39,Failed,3,Desktop,India,TKT016576,Unknown,18,Unknown,Login,Critical,Resolved,37,No,Engineering,4.3,Portal,v2.2,Stable,Low,Yes,No,2023,12,1,4,2024,2,29,1
REC016577,CUST001577,SUB016577,Enterprise,Premium,2023-10-18,2024-01-16,Quarterly,2499,0,449.82,2948.82,Paid,Bank Transfer,Yes,1,Active,F0172,CRM,API,Core,Unknown,2024-02-14,245,20,706,235.3,98.0,Power User,100,Success,0,Mobile,India,TKT016577,Unknown,166,Unknown,Billing,High,Pending,38,No,Billing,4.8,Phone,v3.0,Stable,Low,No,Yes,2023,10,18,4,2024,1,16,1
REC016578,CUST001578,SUB016578,Enterprise,Premium,2024-03-04,2024-06-02,Monthly,2499,0,449.82,2948.82,Paid,UPI,Yes,5,Active,F0203,Analytics,SSO,AI,Unknown,2024-03-26,175,17,506,506.0,70.0,Power User,87,Failed,0,Desktop,Singapore,TKT016578,Unknown,69,Unknown,Login,High,Closed,37,No,Support,5.0,Chat,v3.0,Stable,Low,No,Yes,2024,3,4,1,2024,6,2,2
REC016579,CUST001579,SUB016579,Enterprise,Premium,2023-05-30,2023-06-29,Annual,2499,15,382.35,2506.5,Paid,Bank Transfer,No,1,Active,F0056,Analytics,Workflow,AI,Unknown,2023-10-30,211,19,581,145.2,84.4,Power User,100,Success,3,Tablet,Germany,TKT016579,Unknown,48,Unknown,Integration,Critical,Closed,34,Yes,Customer Success,4.4,Phone,v2.1,LTS,Low,No,Yes,2023,5,30,2,2023,6,29,2
REC016580,CUST001580,SUB016580,Enterprise,Premium,2023-07-14,2024-07-13,Quarterly,2499,5,427.33,2801.38,Paid,UPI,Yes,4,Active,F0249,Automation,Invoice,Core,Unknown,2023-11-30,70,14,157,39.2,28.0,Adopted,33,Failed,2,Tablet,India,TKT016580,Unknown,60,Unknown,Billing,Critical,Resolved,66,Yes,Billing,4.7,Phone,v2.1,Beta,Low,Yes,Yes,2023,7,14,3,2024,7,13,3
REC016581,CUST001581,SUB016581,Enterprise,Premium,2023-09-25,2023-10-25,Monthly,2499,0,449.82,2948.82,Paid,Bank Transfer,Yes,5,Active,F0063,CRM,Reports,AI,Unknown,2023-12-15,34,22,69,8.6,13.6,New,15,Success,7,Tablet,UK,TKT016581,Unknown,21,Unknown,Login,Medium,Pending,61,No,Customer Success,2.6,Email,v2.0,Beta,High,No,No,2023,9,25,3,2023,10,25,4
REC016582,CUST001582,SUB016582,Enterprise,Premium,2023-06-16,2024-06-15,Monthly,2499,20,359.86,2359.06,Paid,Bank Transfer,No,4,Active,F0156,Security,Forecasting,Premium,Unknown,2023-07-27,85,14,234,29.2,34.0,Adopted,47,Failed,2,Mobile,India,TKT016582,Unknown,69,Unknown,Feature Request,Medium,Resolved,16,Yes,Support,4.0,Portal,v2.1,Beta,Low,Yes,No,2023,6,16,2,2024,6,15,2
REC016583,CUST001583,SUB016583,Enterprise,Premium,2024-03-10,2024-06-08,Monthly,2499,10,404.84,2653.94,Paid,PayPal,Yes,0,Active,F0120,Integrations,SSO,Core,Unknown,2024-03-22,85,17,263,37.6,34.0,Adopted,52,Success,9,Mobile,India,TKT016583,Unknown,144,Unknown,Login,High,Open,96,No,Customer Success,2.7,Email,v3.0,Beta,High,Yes,Yes,2024,3,10,1,2024,6,8,2
REC016584,CUST001584,SUB016584,Enterprise,Premium,2024-04-18,2025-04-18,Quarterly,2499,5,427.33,2801.38,Paid,UPI,Yes,8,Active,F0066,Billing,API,Premium,Unknown,2024-09-22,246,26,689,98.4,98.4,Power User,100,Failed,0,Mobile,USA,TKT016584,Unknown,153,Unknown,Feature Request,High,Resolved,66,No,Support,5.0,Portal,v3.0,LTS,Low,No,No,2024,4,18,2,2025,4,18,2
REC016585,CUST001585,SUB016585,Enterprise,Premium,2023-01-31,2023-05-01,Monthly,2499,20,359.86,2359.06,Pending,UPI,Yes,2,Active,F0020,Billing,Forecasting,AI,Unknown,2023-06-19,161,19,453,56.6,64.4,Power User,72,Failed,3,Tablet,UK,TKT016585,Unknown,83,Unknown,Integration,Critical,Pending,55,Yes,Billing,3.9,Email,v2.0,LTS,Medium,Yes,Yes,2023,1,31,1,2023,5,1,2
