record_id,customer_id,subscription_id,subscription_plan,plan_category,subscription_start_date,subscription_end_date,billing_cycle,subscription_fee,discount_percent,tax_amount,final_amount_paid,payment_status,payment_method,auto_renew,renewal_count,subscription_status,feature_id,module_name,feature_name,feature_category,first_feature_used,usage_date,usage_count,active_days,session_duration_minutes,average_session_duration,feature_adoption_rate,adoption_stage,engagement_score,feature_success,error_count,device_type,login_location,ticket_id,ticket_created_date,first_response_minutes,ticket_closed_date,issue_category,priority,ticket_status,resolution_time_hours,sla_breached,assigned_team,customer_satisfaction,ticket_channel,product_version,release_cycle,churn_risk,monthly_active_user,weekly_active_user
REC017588,CUST002588,SUB017588,Enterprise,Premium,2023-09-17,2023-12-16,Annual,2499,0,449.82,2948.82,Paid,PayPal,Yes,5,Active,F0188,Billing,Reports,AI,SSO,2024-03-03,55,21,148,148,22,Adopted,15,Success,2,Mobile,Germany,TKT017588,2024-03-05 00:00:00,132,2024-03-08 21:00:00,Billing,Critical,Pending,93,Yes,Billing,4.2,Portal,v2.0,Beta,Low,Yes,No
REC017589,CUST002589,SUB017589,Enterprise,Premium,2023-01-11,2023-04-11,Annual,2499,10,404.84,2653.94,Paid,UPI,Yes,4,Active,F0185,AI Assistant,Copilot,AI,API,2023-05-10,239,16,657,93.9,95.6,Power User,94,Success,1,Mobile,USA,TKT017589,2023-09-21 00:00:00,72,2023-09-22 20:00:00,Feature Request,Medium,Open,44,No,Billing,5,Email,v3.0,Stable,Low,No,Yes
REC017590,CUST002590,SUB017590,Enterprise,Premium,2023-09-24,2023-10-24,Quarterly,2499,0,449.82,2948.82,Paid,Card,Yes,3,Active,F0115,CRM,Copilot,Premium,Copilot,2023-10-21,19,5,48,6.9,7.6,New,24,Success,4,Mobile,USA,TKT017590,2024-03-24 00:00:00,114,2024-03-26 16:00:00,Technical,High,Closed,64,No,Engineering,4.1,Portal,v2.0,LTS,Low,No,Yes
REC017591,CUST002591,SUB017591,Starter,Standard,2023-03-02,2023-04-01,Annual,99,20,14.26,93.46,Paid,PayPal,Yes,3,Active,F0066,Billing,Dashboard,AI,Copilot,2023-07-02,136,7,393,49.1,54.4,Power User,75,Success,1,Desktop,India,TKT017591,2023-05-01 00:00:00,98,2023-05-02 21:00:00,Integration,Medium,Resolved,45,No,Customer Success,4.5,Phone,v2.0,LTS,Low,Yes,Yes
REC017592,CUST002592,SUB017592,Starter,Standard,2023-09-25,2023-12-24,Quarterly,99,0,17.82,116.82,Paid,Card,No,1,Active,F0072,Integrations,Invoice,AI,API,2024-01-01,35,19,126,31.5,14,New,15,Success,5,Mobile,UK,TKT017592,2024-01-09 00:00:00,86,2024-01-11 18:00:00,Feature Request,High,Closed,66,Yes,Engineering,3.9,Email,v3.0,LTS,Medium,No,No
REC017593,CUST002593,SUB017593,Starter,Standard,2023-09-17,2023-10-17,Monthly,99,20,14.26,93.46,Paid,Bank Transfer,No,0,Active,F0220,AI Assistant,Dashboard,Premium,Invoice,2024-02-18,213,19,602,301,85.2,Power User,96,Success,1,Mobile,Germany,TKT017593,2024-05-22 00:00:00,15,2024-05-23 16:00:00,Billing,Low,Open,40,Yes,Customer Success,5,Chat,v2.0,Beta,Low,No,Yes
REC017594,CUST002594,SUB017594,Starter,Standard,2023-03-24,2023-06-22,Annual,99,20,14.26,93.46,Paid,PayPal,No,7,Active,F0202,Automation,API,Premium,Reports,2023-08-28,145,16,431,431,58,Power User,72,Failed,1,Tablet,UK,TKT017594,2023-11-28 00:00:00,167,2023-12-01 23:00:00,Login,Critical,Closed,95,No,Billing,4.6,Portal,v2.1,Stable,Low,No,No
REC017595,CUST002595,SUB017595,Starter,Standard,2024-02-12,2025-02-11,Annual,99,5,16.93,110.98,Paid,Bank Transfer,Yes,8,Active,F0186,Reporting,Reports,AI,API,2024-05-28,164,21,477,238.5,65.6,Power User,90,Failed,3,Mobile,UK,TKT017595,2024-07-05 00:00:00,53,2024-07-08 02:00:00,Feature Request,Medium,Resolved,74,Yes,Engineering,3.9,Email,v2.0,Stable,Medium,No,No
REC017596,CUST002596,SUB017596,Starter,Standard,2024-02-09,2024-05-09,Quarterly,99,15,15.15,99.3,Paid,Card,No,2,Active,F0156,Analytics,Workflow,Premium,API,2024-08-06,95,19,278,46.3,38,Adopted,40,Success,4,Mobile,India,TKT017596,2024-02-19 00:00:00,159,2024-02-20 04:00:00,Technical,Low,Open,28,Yes,Support,4.3,Phone,v3.0,Stable,Low,Yes,No
REC017597,CUST002597,SUB017597,Starter,Standard,2023-08-04,2024-08-03,Monthly,99,15,15.15,99.3,Paid,UPI,No,7,Active,F0063,Integrations,Workflow,AI,Copilot,2023-08-24,206,22,572,190.7,82.4,Power User,100,Failed,2,Tablet,India,TKT017597,2024-01-31 00:00:00,15,2024-01-31 19:00:00,Billing,Medium,Open,19,Yes,Billing,4.5,Phone,v3.0,LTS,Low,No,Yes
REC017598,CUST002598,SUB017598,Starter,Standard,2023-09-26,2024-09-25,Annual,99,15,15.15,99.3,Paid,Card,Yes,6,Active,F0225,CRM,Invoice,Core,API,2023-11-01,191,22,504,504,76.4,Power User,68,Failed,1,Desktop,UK,TKT017598,2023-12-08 00:00:00,140,2023-12-08 19:00:00,Integration,Critical,Open,19,Yes,Customer Success,5,Email,v2.2,LTS,Low,Yes,Yes
REC017599,CUST002599,SUB017599,Starter,Standard,2023-10-07,2024-01-05,Monthly,99,5,16.93,110.98,Paid,Card,Yes,6,Active,F0161,AI Assistant,SSO,Core,Workflow,2023-10-12,162,7,454,90.8,64.8,Power User,76,Success,1,Desktop,India,TKT017599,2024-04-28 00:00:00,161,2024-04-30 22:00:00,Technical,Low,Pending,70,No,Engineering,5,Portal,v2.1,Stable,Low,No,No
REC017600,CUST002600,SUB017600,Starter,Standard,2023-10-16,2024-10-15,Quarterly,99,10,16.04,105.14,Paid,Card,No,5,Active,F0141,AI Assistant,Invoice,Premium,Copilot,2024-03-06,52,15,133,33.2,20.8,Adopted,23,Success,0,Mobile,USA,TKT017600,2024-07-28 00:00:00,113,2024-07-29 17:00:00,Billing,Low,Open,41,Yes,Customer Success,4.7,Email,v2.1,LTS,Low,Yes,Yes
REC017601,CUST002601,SUB017601,Growth,Standard,2023-06-26,2023-07-26,Quarterly,299,0,53.82,352.82,Pending,Bank Transfer,Yes,4,Active,F0072,CRM,Dashboard,Premium,API,2023-12-31,34,13,60,7.5,13.6,New,21,Success,4,Desktop,India,TKT017601,2023-08-21 00:00:00,67,2023-08-24 10:00:00,Login,Low,Resolved,82,Yes,Engineering,4.3,Email,v2.2,Stable,Low,Yes,Yes
REC017602,CUST002602,SUB017602,Growth,Standard,2023-03-02,2023-04-01,Quarterly,299,15,45.75,299.9,Paid,PayPal,No,4,Active,F0079,Reporting,Dashboard,AI,Reports,2023-05-05,120,22,329,54.8,48,Power User,80,Success,0,Tablet,Germany,TKT017602,2023-08-15 00:00:00,142,2023-08-18 01:00:00,Technical,Low,Closed,73,Yes,Engineering,4.9,Chat,v2.2,Stable,Low,Yes,Yes
REC017603,CUST002603,SUB017603,Growth,Standard,2023-02-27,2024-02-27,Monthly,299,15,45.75,299.9,Paid,PayPal,Yes,4,Active,F0071,Automation,SSO,Premium,Invoice,2023-08-07,113,12,314,157,45.2,Adopted,54,Failed,1,Tablet,USA,TKT017603,2023-12-19 00:00:00,137,2023-12-22 09:00:00,Technical,Critical,Closed,81,Yes,Support,4.5,Chat,v2.2,LTS,Low,No,Yes
REC017604,CUST002604,SUB017604,Growth,Standard,2023-02-06,2023-03-08,Quarterly,299,0,53.82,352.82,Paid,Bank Transfer,Yes,3,Active,F0174,Billing,API,Core,Copilot,2023-05-12,47,23,130,43.3,18.8,Adopted,15,Success,0,Tablet,USA,TKT017604,2023-08-10 00:00:00,137,2023-08-10 14:00:00,Login,High,Pending,14,No,Engineering,5,Chat,v2.0,LTS,Low,Yes,No
REC017605,CUST002605,SUB017605,Growth,Standard,2023-02-16,2024-02-16,Quarterly,299,10,48.44,317.54,Paid,PayPal,No,3,Active,F0078,CRM,Reports,Premium,Copilot,2023-06-28,242,18,657,164.2,96.8,Power User,100,Success,3,Desktop,India,TKT017605,2023-07-16 00:00:00,23,2023-07-16 17:00:00,Integration,High,Closed,17,Yes,Billing,3.7,Chat,v2.0,LTS,Medium,Yes,No
REC017606,CUST002606,SUB017606,Growth,Standard,2023-05-25,2024-05-24,Quarterly,299,20,43.06,282.26,Paid,Card,No,5,Active,F0174,Integrations,Copilot,Premium,SSO,2023-09-25,158,18,428,428,63.2,Power User,75,Failed,3,Mobile,UK,TKT017606,2024-02-26 00:00:00,43,2024-02-28 02:00:00,Login,Low,Resolved,50,No,Support,4,Portal,v3.0,Beta,Low,Yes,Yes
REC017607,CUST002607,SUB017607,Growth,Standard,2024-05-07,2024-06-06,Quarterly,299,10,48.44,317.54,Paid,UPI,No,7,Active,F0227,Analytics,Invoice,Premium,Workflow,2024-07-27,134,9,386,48.2,53.6,Power User,62,Failed,0,Mobile,UK,TKT017607,2024-05-20 00:00:00,13,2024-05-22 08:00:00,Login,Medium,Closed,56,No,Billing,5,Portal,v3.0,LTS,Low,Yes,No
REC017608,CUST002608,SUB017608,Growth,Standard,2024-05-11,2024-06-10,Monthly,299,15,45.75,299.9,Paid,Card,Yes,5,Active,F0211,Reporting,Forecasting,Core,Copilot,2024-06-08,28,23,119,17,11.2,New,15,Success,4,Desktop,USA,TKT017608,2024-08-21 00:00:00,143,2024-08-23 17:00:00,Technical,Critical,Pending,65,No,Support,3.6,Chat,v2.0,Stable,Medium,Yes,No
REC017609,CUST002609,SUB017609,Growth,Standard,2023-05-11,2024-05-10,Quarterly,299,0,53.82,352.82,Paid,Card,Yes,1,Active,F0169,Reporting,Copilot,AI,Workflow,2023-08-01,126,9,358,119.3,50.4,Power User,86,Success,3,Desktop,USA,TKT017609,2023-06-22 00:00:00,77,2023-06-25 11:00:00,Feature Request,Low,Pending,83,No,Billing,4,Portal,v3.0,Beta,Low,Yes,No
REC017610,CUST002610,SUB017610,Growth,Standard,2023-11-07,2023-12-07,Monthly,299,20,43.06,282.26,Paid,Bank Transfer,Yes,4,Active,F0142,Billing,SSO,Premium,Workflow,2024-05-10,220,12,626,313,88,Power User,100,Failed,0,Desktop,India,TKT017610,2024-07-12 00:00:00,115,2024-07-13 07:00:00,Technical,Low,Pending,31,Yes,Billing,4.9,Phone,v3.0,Stable,Low,No,No
REC017611,CUST002611,SUB017611,Growth,Standard,2023-06-22,2023-07-22,Quarterly,299,10,48.44,317.54,Paid,Card,No,5,Active,F0030,AI Assistant,Forecasting,AI,Workflow,2023-09-06,152,25,432,54,60.8,Power User,98,Failed,0,Desktop,Singapore,TKT017611,2023-08-19 00:00:00,20,2023-08-19 23:00:00,Billing,High,Open,23,Yes,Support,5,Email,v3.0,Beta,Low,Yes,Yes
REC017612,CUST002612,SUB017612,Growth,Standard,2023-10-03,2024-01-01,Annual,299,0,53.82,352.82,Paid,Card,Yes,8,Active,F0025,Analytics,Reports,AI,Invoice,2023-11-06,96,22,273,91,38.4,Adopted,46,Success,6,Desktop,UK,TKT017612,2024-01-02 00:00:00,11,2024-01-05 09:00:00,Integration,High,Pending,81,No,Billing,2.8,Chat,v3.0,Stable,High,Yes,Yes
REC017613,CUST002613,SUB017613,Growth,Standard,2023-10-03,2024-01-01,Annual,299,0,53.82,352.82,Paid,PayPal,No,5,Active,F0115,Security,Copilot,Core,Invoice,2024-01-27,237,3,681,681,94.8,Power User,100,Failed,0,Desktop,Germany,TKT017613,2023-10-26 00:00:00,156,2023-10-28 13:00:00,Feature Request,Medium,Pending,61,Yes,Billing,4.9,Portal,v3.0,Stable,Low,Yes,No
REC017614,CUST002614,SUB017614,Growth,Standard,2023-11-18,2023-12-18,Quarterly,299,10,48.44,317.54,Paid,PayPal,No,1,Active,F0173,Security,Copilot,AI,API,2023-12-12,35,14,77,15.4,14,New,28,Success,4,Mobile,UK,TKT017614,2024-09-11 00:00:00,101,2024-09-13 15:00:00,Billing,Medium,Closed,63,Yes,Customer Success,3.8,Portal,v2.0,Stable,Medium,Yes,No
REC017615,CUST002615,SUB017615,Growth,Standard,2023-04-27,2023-07-26,Quarterly,299,20,43.06,282.26,Paid,Bank Transfer,No,7,Active,F0242,AI Assistant,SSO,Core,Invoice,2023-09-14,178,28,518,259,71.2,Power User,100,Failed,0,Desktop,UK,TKT017615,2024-01-15 00:00:00,156,2024-01-18 15:00:00,Billing,High,Resolved,87,No,Billing,5,Chat,v3.0,Stable,Low,Yes,Yes
REC017616,CUST002616,SUB017616,Growth,Standard,2024-04-13,2024-07-12,Quarterly,299,0,53.82,352.82,Paid,Card,No,5,Active,F0244,Integrations,SSO,Premium,Invoice,2024-09-02,215,20,619,123.8,86,Power User,100,Failed,1,Mobile,Singapore,TKT017616,2024-10-03 00:00:00,44,2024-10-05 08:00:00,Login,Critical,Open,56,No,Engineering,4.9,Portal,v2.1,Stable,Low,No,No
REC017617,CUST002617,SUB017617,Growth,Standard,2023-07-22,2024-07-21,Annual,299,20,43.06,282.26,Paid,PayPal,No,2,Active,F0236,AI Assistant,Copilot,Core,Invoice,2023-09-27,20,22,49,24.5,8,New,15,Success,2,Desktop,UK,TKT017617,2023-11-04 00:00:00,102,2023-11-06 20:00:00,Billing,Critical,Pending,68,Yes,Engineering,4.7,Email,v2.2,Beta,Low,Yes,Yes
REC017618,CUST002618,SUB017618,Growth,Standard,2023-12-15,2024-01-14,Annual,299,10,48.44,317.54,Paid,PayPal,No,1,Active,F0193,Reporting,Dashboard,AI,Forecasting,2024-03-06,212,22,616,205.3,84.8,Power User,86,Success,1,Mobile,USA,TKT017618,2024-03-29 00:00:00,149,2024-04-01 05:00:00,Integration,Medium,Closed,77,No,Support,4.6,Phone,v3.0,Stable,Low,Yes,Yes
REC017619,CUST002619,SUB017619,Growth,Standard,2023-03-06,2023-06-04,Quarterly,299,20,43.06,282.26,Paid,Bank Transfer,Yes,4,Active,F0080,Integrations,Workflow,Core,Dashboard,2023-03-24,189,21,511,85.2,75.6,Power User,93,Success,2,Mobile,UK,TKT017619,2023-03-19 00:00:00,117,2023-03-19 14:00:00,Integration,Critical,Resolved,14,No,Customer Success,4.4,Portal,v2.0,LTS,Low,No,Yes
REC017620,CUST002620,SUB017620,Growth,Standard,2023-10-22,2023-11-21,Annual,299,0,53.82,352.82,Paid,UPI,Yes,2,Active,F0238,Security,Copilot,AI,Copilot,2024-04-28,103,23,265,265,41.2,Adopted,41,Success,3,Desktop,USA,TKT017620,2024-01-02 00:00:00,141,2024-01-04 01:00:00,Billing,Medium,Open,49,Yes,Support,4.3,Email,v3.0,Stable,Low,Yes,No
REC017621,CUST002621,SUB017621,Growth,Standard,2023-01-01,2024-01-01,Annual,299,0,53.82,352.82,Paid,UPI,No,7,Active,F0112,Security,Reports,AI,Invoice,2023-02-04,185,12,491,81.8,74,Power User,71,Success,0,Tablet,UK,TKT017621,2023-09-22 00:00:00,48,2023-09-23 18:00:00,Billing,Critical,Resolved,42,Yes,Billing,4.8,Email,v3.0,Beta,Low,No,Yes
REC017622,CUST002622,SUB017622,Growth,Standard,2024-03-23,2024-06-21,Quarterly,299,15,45.75,299.9,Paid,PayPal,Yes,1,Active,F0029,AI Assistant,Dashboard,Core,Copilot,2024-05-30,106,14,273,273,42.4,Adopted,59,Success,4,Mobile,India,TKT017622,2024-05-02 00:00:00,17,2024-05-03 06:00:00,Integration,High,Closed,30,Yes,Engineering,4.2,Email,v2.1,Beta,Low,No,No
REC017623,CUST002623,SUB017623,Growth,Standard,2023-11-21,2024-11-20,Monthly,299,10,48.44,317.54,Paid,PayPal,No,4,Active,F0044,Analytics,Forecasting,Premium,Workflow,2023-11-27,203,18,534,133.5,81.2,Power User,100,Failed,2,Tablet,India,TKT017623,2024-08-16 00:00:00,34,2024-08-19 13:00:00,Login,High,Pending,85,No,Customer Success,4,Email,v2.0,Beta,Low,Yes,No
REC017624,CUST002624,SUB017624,Growth,Standard,2023-04-15,2023-07-14,Monthly,299,15,45.75,299.9,Paid,Card,Yes,6,Active,F0022,CRM,Forecasting,AI,Forecasting,2023-10-24,116,24,342,68.4,46.4,Adopted,57,Success,2,Tablet,UK,TKT017624,2023-10-26 00:00:00,15,2023-10-28 14:00:00,Billing,Low,Closed,62,Yes,Support,4.2,Email,v2.0,Stable,Low,No,Yes
REC017625,CUST002625,SUB017625,Growth,Standard,2023-08-17,2023-09-16,Monthly,299,20,43.06,282.26,Paid,Bank Transfer,Yes,5,Active,F0090,Reporting,Invoice,AI,Copilot,2023-08-19,141,20,383,47.9,56.4,Power User,79,Failed,1,Desktop,Singapore,TKT017625,2024-04-22 00:00:00,94,2024-04-25 10:00:00,Billing,Medium,Pending,82,No,Engineering,4.9,Chat,v2.2,Stable,Low,No,No
REC017626,CUST002626,SUB017626,Growth,Standard,2023-10-22,2024-10-21,Annual,299,5,51.13,335.18,Paid,UPI,Yes,7,Active,F0088,Analytics,Workflow,AI,Workflow,2023-10-25,123,15,366,122,49.2,Power User,42,Success,0,Mobile,USA,TKT017626,2024-01-25 00:00:00,111,2024-01-27 01:00:00,Login,Low,Closed,49,Yes,Engineering,4.6,Phone,v3.0,LTS,Low,No,No
REC017627,CUST002627,SUB017627,Growth,Standard,2024-04-04,2025-04-04,Annual,299,20,43.06,282.26,Paid,Card,No,8,Active,F0134,Integrations,Dashboard,Core,Workflow,2024-04-08,123,16,336,67.2,49.2,Power User,85,Success,2,Mobile,India,TKT017627,2024-09-26 00:00:00,23,2024-09-29 11:00:00,Feature Request,Critical,Pending,83,No,Support,4.5,Email,v2.1,Beta,Low,Yes,Yes
REC017628,CUST002628,SUB017628,Growth,Standard,2023-02-03,2023-03-05,Quarterly,299,0,53.82,352.82,Paid,Card,No,7,Active,F0166,CRM,Forecasting,Core,Dashboard,2023-05-17,59,17,150,75,23.6,Adopted,35,Success,2,Tablet,Singapore,TKT017628,2023-02-14 00:00:00,142,2023-02-15 15:00:00,Technical,High,Resolved,39,Yes,Support,4.4,Phone,v2.0,LTS,Low,Yes,No
REC017629,CUST002629,SUB017629,Growth,Standard,2023-05-10,2024-05-09,Annual,299,15,45.75,299.9,Paid,PayPal,No,6,Active,F0118,Automation,Reports,AI,SSO,2023-09-03,106,30,332,41.5,42.4,Adopted,47,Failed,4,Desktop,USA,TKT017629,2023-09-30 00:00:00,36,2023-10-01 06:00:00,Billing,High,Resolved,30,No,Customer Success,4,Portal,v3.0,Stable,Low,Yes,No
REC017630,CUST002630,SUB017630,Growth,Standard,2023-09-01,2023-11-30,Annual,299,10,48.44,317.54,Paid,UPI,No,5,Active,F0201,Analytics,Workflow,Core,Reports,2023-09-25,242,14,684,97.7,96.8,Power User,100,Success,1,Mobile,UK,TKT017630,2024-03-18 00:00:00,41,2024-03-19 14:00:00,Login,High,Closed,38,Yes,Support,5,Email,v2.0,Stable,Low,Yes,No
REC017631,CUST002631,SUB017631,Growth,Standard,2023-09-23,2023-12-22,Monthly,299,0,53.82,352.82,Pending,PayPal,Yes,2,Active,F0033,Security,Workflow,Core,Reports,2023-12-05,244,18,680,136,97.6,Power User,100,Failed,4,Mobile,USA,TKT017631,2023-12-19 00:00:00,69,2023-12-19 07:00:00,Feature Request,Low,Resolved,7,No,Customer Success,4.3,Portal,v2.2,LTS,Low,No,No
REC017632,CUST002632,SUB017632,Growth,Standard,2023-05-09,2023-06-08,Monthly,299,5,51.13,335.18,Paid,Bank Transfer,Yes,5,Active,F0001,Automation,Workflow,Core,SSO,2023-05-09,61,22,146,29.2,24.4,Adopted,39,Success,2,Mobile,USA,TKT017632,2023-06-16 00:00:00,153,2023-06-18 17:00:00,Integration,Low,Pending,65,No,Customer Success,4,Portal,v3.0,Stable,Low,Yes,No
REC017633,CUST002633,SUB017633,Growth,Standard,2024-02-28,2024-03-29,Quarterly,299,0,53.82,352.82,Pending,Bank Transfer,Yes,7,Active,F0214,Reporting,API,Core,Copilot,2024-07-27,179,13,474,474,71.6,Power User,73,Failed,0,Mobile,Germany,TKT017633,2024-03-06 00:00:00,22,2024-03-07 21:00:00,Login,High,Open,45,No,Customer Success,4.8,Portal,v2.2,Stable,Low,Yes,No
REC017634,CUST002634,SUB017634,Growth,Standard,2023-10-01,2023-12-30,Annual,299,5,51.13,335.18,Paid,PayPal,No,4,Active,F0107,Automation,Forecasting,Premium,Dashboard,2024-02-26,96,25,283,35.4,38.4,Adopted,51,Success,4,Mobile,UK,TKT017634,2024-05-25 00:00:00,61,2024-05-26 23:00:00,Login,Low,Open,47,Yes,Support,3.7,Chat,v2.1,Beta,Medium,Yes,Yes
REC017635,CUST002635,SUB017635,Growth,Standard,2023-03-02,2024-03-01,Quarterly,299,0,53.82,352.82,Pending,Card,No,2,Active,F0142,Integrations,Workflow,AI,Invoice,2023-04-13,202,23,571,142.8,80.8,Power User,85,Failed,0,Tablet,USA,TKT017635,2023-06-05 00:00:00,19,2023-06-07 09:00:00,Integration,High,Closed,57,No,Customer Success,4.7,Email,v3.0,Stable,Low,Yes,No
REC017636,CUST002636,SUB017636,Growth,Standard,2023-12-23,2024-03-22,Annual,299,0,53.82,352.82,Paid,PayPal,No,0,Active,F0226,Security,Copilot,Core,Reports,2023-12-31,150,8,389,129.7,60,Power User,95,Success,0,Mobile,Germany,TKT017636,2024-06-27 00:00:00,35,2024-06-28 23:00:00,Login,High,Open,47,Yes,Billing,5,Email,v2.1,Stable,Low,Yes,Yes
REC017637,CUST002637,SUB017637,Growth,Standard,2023-08-24,2023-11-22,Quarterly,299,5,51.13,335.18,Paid,UPI,No,2,Active,F0219,Integrations,SSO,Premium,Copilot,2024-02-26,58,19,134,22.3,23.2,Adopted,38,Failed,7,Tablet,Germany,TKT017637,2023-12-01 00:00:00,180,2023-12-01 20:00:00,Login,High,Resolved,20,Yes,Support,3.3,Chat,v2.1,LTS,Medium,Yes,Yes
REC017638,CUST002638,SUB017638,Growth,Standard,2023-02-03,2023-05-04,Monthly,299,10,48.44,317.54,Pending,UPI,Yes,3,Active,F0196,Reporting,Copilot,Core,SSO,2023-05-01,155,16,431,431,62,Power User,57,Success,0,Tablet,Germany,TKT017638,2023-03-04 00:00:00,93,2023-03-06 14:00:00,Technical,High,Resolved,62,No,Billing,4.6,Phone,v2.0,Beta,Low,Yes,No
REC017639,CUST002639,SUB017639,Growth,Standard,2024-03-28,2025-03-28,Quarterly,299,20,43.06,282.26,Paid,Card,No,4,Active,F0062,Reporting,Invoice,AI,Invoice,2024-05-26,245,17,651,81.4,98,Power User,100,Failed,2,Mobile,USA,TKT017639,2024-03-28 00:00:00,90,2024-03-30 21:00:00,Feature Request,Medium,Open,69,Yes,Engineering,4.5,Chat,v2.1,Stable,Low,Yes,No
REC017640,CUST002640,SUB017640,Growth,Standard,2024-02-09,2024-05-09,Monthly,299,5,51.13,335.18,Paid,PayPal,No,4,Active,F0158,Automation,Workflow,AI,Reports,2024-04-12,53,22,176,88,21.2,Adopted,16,Failed,2,Mobile,USA,TKT017640,2024-06-08 00:00:00,11,2024-06-09 07:00:00,Integration,High,Pending,31,No,Engineering,4.3,Portal,v2.1,LTS,Low,Yes,Yes
REC017641,CUST002641,SUB017641,Growth,Standard,2023-09-03,2023-10-03,Annual,299,15,45.75,299.9,Paid,UPI,No,8,Active,F0156,Billing,API,Core,Dashboard,2024-03-16,198,18,580,580,79.2,Power User,94,Failed,1,Mobile,Singapore,TKT017641,2024-05-08 00:00:00,159,2024-05-11 22:00:00,Billing,High,Open,94,Yes,Support,4.5,Phone,v2.1,Stable,Low,Yes,Yes
REC017642,CUST002642,SUB017642,Growth,Standard,2024-03-22,2025-03-22,Quarterly,299,10,48.44,317.54,Paid,UPI,Yes,0,Active,F0166,Integrations,Copilot,Core,SSO,2024-07-13,198,20,551,110.2,79.2,Power User,85,Success,2,Mobile,USA,TKT017642,2025-01-01 00:00:00,108,2025-01-02 00:00:00,Technical,Low,Open,24,No,Engineering,4.4,Phone,v2.1,Beta,Low,No,Yes
REC017643,CUST002643,SUB017643,Growth,Standard,2023-04-30,2023-05-30,Monthly,299,20,43.06,282.26,Paid,UPI,Yes,3,Active,F0103,Analytics,Reports,Core,API,2023-06-30,124,9,367,367,49.6,Power User,76,Success,4,Mobile,Singapore,TKT017643,2023-05-04 00:00:00,100,2023-05-05 06:00:00,Billing,Medium,Pending,30,No,Support,3.8,Chat,v2.1,Beta,Medium,Yes,No
REC017644,CUST002644,SUB017644,Growth,Standard,2023-04-08,2023-07-07,Monthly,299,20,43.06,282.26,Paid,Card,No,1,Active,F0015,Billing,Workflow,AI,Dashboard,2023-08-08,227,5,629,314.5,90.8,Power User,100,Success,4,Tablet,India,TKT017644,2023-08-08 00:00:00,33,2023-08-11 06:00:00,Integration,Critical,Open,78,No,Customer Success,3.8,Chat,v2.0,Beta,Medium,Yes,No
REC017645,CUST002645,SUB017645,Growth,Standard,2023-07-12,2023-08-11,Monthly,299,10,48.44,317.54,Paid,Bank Transfer,No,3,Active,F0154,Security,Workflow,Core,SSO,2023-10-05,67,2,174,87,26.8,Adopted,25,Failed,6,Desktop,India,TKT017645,2023-12-05 00:00:00,60,2023-12-05 19:00:00,Billing,Critical,Open,19,No,Customer Success,3.5,Email,v3.0,Stable,Medium,No,Yes
REC017646,CUST002646,SUB017646,Growth,Standard,2023-12-04,2024-12-03,Monthly,299,15,45.75,299.9,Paid,UPI,No,2,Active,F0242,CRM,SSO,Premium,API,2024-06-02,228,13,608,304,91.2,Power User,100,Failed,0,Desktop,India,TKT017646,2024-05-11 00:00:00,8,2024-05-11 04:00:00,Feature Request,Medium,Pending,4,Yes,Customer Success,5,Chat,v2.2,Stable,Low,No,Yes
REC017647,CUST002647,SUB017647,Growth,Standard,2024-03-13,2024-06-11,Annual,299,5,51.13,335.18,Pending,Bank Transfer,No,8,Active,F0133,CRM,Forecasting,Premium,Invoice,2024-05-08,122,8,329,164.5,48.8,Power User,34,Success,1,Mobile,UK,TKT017647,2024-07-20 00:00:00,24,2024-07-22 06:00:00,Technical,Critical,Resolved,54,Yes,Support,4.8,Chat,v2.0,LTS,Low,Yes,Yes
REC017648,CUST002648,SUB017648,Growth,Standard,2023-06-16,2024-06-15,Monthly,299,5,51.13,335.18,Paid,Card,Yes,1,Active,F0116,Analytics,Invoice,Premium,SSO,2023-09-28,68,26,217,108.5,27.2,Adopted,29,Success,2,Tablet,UK,TKT017648,2023-07-07 00:00:00,122,2023-07-09 16:00:00,Feature Request,Medium,Closed,64,No,Support,4.1,Email,v2.2,Beta,Low,Yes,No
REC017649,CUST002649,SUB017649,Growth,Standard,2024-04-01,2024-05-01,Annual,299,20,43.06,282.26,Paid,PayPal,No,5,Active,F0211,Reporting,Invoice,Premium,Invoice,2024-04-17,38,13,103,17.2,15.2,New,16,Failed,3,Desktop,Germany,TKT017649,2024-07-20 00:00:00,49,2024-07-22 07:00:00,Billing,Medium,Resolved,55,Yes,Support,3.7,Portal,v3.0,Stable,Medium,No,Yes
REC017650,CUST002650,SUB017650,Growth,Standard,2024-01-17,2024-04-16,Quarterly,299,0,53.82,352.82,Paid,UPI,No,8,Active,F0110,Reporting,Workflow,Premium,Reports,2024-04-20,211,23,600,600,84.4,Power User,100,Success,4,Tablet,Singapore,TKT017650,2024-01-28 00:00:00,65,2024-01-28 03:00:00,Login,Critical,Closed,3,Yes,Engineering,3.5,Portal,v2.2,Stable,Medium,Yes,Yes
